,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
58,58,2146,EZH2,-,780,24,3.994e-20,24850841,(p=6.06e-04),,18980972,(p=1.30e-03),,26631032,(p=2.30e-03),,22552406,(p=2.50e-03),,27472460,(p=4.50e-03),,24211739,(p=4.70e-03),,25262426,(p=5.20e-03),,26890396,(p=5.90e-03),,26573802,(p=6.00e-03),,21713757,(p=6.20e-03),
59,59,836,CASP3,-,1069,27,5.976e-20,19996278,(p=7.02e-04),,19241192,(p=3.10e-03),,19715609,(p=3.20e-03),,21441410,(p=3.20e-03),,18227733,(p=4.00e-03),,20346214,(p=4.30e-03),,19272183,(p=4.70e-03),,20072652,(p=6.00e-03),,22552851,(p=6.10e-03),,28165150,(p=6.20e-03),
60,60,8842,PROM1,-,483,20,7.342e-20,22394107,(p=6.08e-04),,17388661,(p=1.60e-03),,25823028,(p=3.50e-03),,20800872,(p=3.70e-03),,24436149,(p=4.70e-03),,28288140,(p=5.80e-03),,23049880,(p=5.80e-03),,19904829,(p=5.80e-03),,23233126,(p=5.90e-03),,19805294,(p=5.90e-03),
61,61,5594,MAPK1,-,1938,35,9.328e-20,26310353,(p=1.00e-03),,17526808,(p=1.50e-03),,16395709,(p=1.50e-03),,19729990,(p=1.80e-03),,21444628,(p=1.80e-03),,17513610,(p=2.40e-03),,24300974,(p=2.50e-03),,22696230,(p=2.60e-03),,12121974,(p=3.10e-03),,28241849,(p=4.50e-03),
62,62,598,BCL2L1,-,648,22,1.072e-19,20603619,(p=5.00e-04),,21863213,(p=9.00e-04),,23171055,(p=2.50e-03),,17927446,(p=2.60e-03),,22433870,(p=3.30e-03),,23680104,(p=3.40e-03),,23749114,(p=3.90e-03),,24922075,(p=3.90e-03),,9824152,(p=5.70e-03),,14520471,(p=5.90e-03),
63,63,7465,WEE1,-,152,14,1.721e-19,24536047,(p=3.02e-04),,27363019,(p=6.03e-04),,28652249,(p=3.20e-03),,27077811,(p=3.20e-03),,26431163,(p=3.20e-03),,26054341,(p=4.70e-03),,27558135,(p=4.80e-03),,23767999,(p=5.80e-03),,26890070,(p=6.20e-03),,23531080,(p=6.40e-03),
64,64,675,BRCA2,-,1564,31,2.777e-19,23810788,(p=4.02e-04),,21378390,(p=9.01e-04),,27083178,(p=1.10e-03),,20609467,(p=1.50e-03),,19553641,(p=1.80e-03),,24085845,(p=2.20e-03),,23265709,(p=2.90e-03),,17000754,(p=2.90e-03),,21934105,(p=3.00e-03),,27993796,(p=3.20e-03),
65,65,648,BMI1,-,454,19,3.792e-19,28260023,(p=6.08e-04),,25286028,(p=1.60e-03),,24913180,(p=2.90e-03),,27177084,(p=3.20e-03),,26918603,(p=3.30e-03),,20568112,(p=3.70e-03),,23700898,(p=4.00e-03),,21428211,(p=4.10e-03),,24800958,(p=4.50e-03),,21309753,(p=4.50e-03),
66,66,978,CDA,-,89,12,5.41e-19,23995783,(p=6.01e-04),,18347182,(p=7.00e-04),,22052224,(p=7.01e-04),,21652582,(p=3.20e-03),,17194903,(p=3.60e-03),,20665488,(p=4.10e-03),,20608756,(p=6.00e-03),,20028759,(p=6.00e-03),,24841663,(p=6.00e-03),,25582275,(p=6.50e-03),
67,67,10232,MSLN,-,134,13,1.541e-18,22721387,(p=6.09e-04),,21880146,(p=1.60e-03),,27635089,(p=3.60e-03),,27999204,(p=4.10e-03),,16467095,(p=5.20e-03),,25193277,(p=5.40e-03),,25776500,(p=6.10e-03),,25506917,(p=6.60e-03),,22792233,(p=7.30e-03),,21999204,(p=7.80e-03),
68,68,5133,PDCD1,-,584,20,2.42e-18,27354668,(p=1.30e-03),,18494554,(p=1.30e-03),,27534574,(p=2.50e-03),,27610620,(p=3.10e-03),,24815784,(p=3.20e-03),,25704439,(p=3.50e-03),,27354476,(p=4.50e-03),,27470968,(p=4.70e-03),,27059553,(p=4.70e-03),,25963805,(p=5.80e-03),
69,69,2030,SLC29A1,-,143,13,3.564e-18,24361227,(p=6.08e-04),,21822668,(p=3.20e-03),,20665488,(p=4.10e-03),,27604902,(p=4.70e-03),,27177126,(p=5.90e-03),,22705007,(p=5.90e-03),,20608756,(p=6.00e-03),,20028759,(p=6.00e-03),,21898089,(p=6.40e-03),,19318496,(p=6.40e-03),
70,70,1317,SLC31A1,-,75,11,6.028e-18,28714373,(p=6.06e-04),,22962276,(p=2.50e-03),,22725681,(p=2.90e-03),,27384479,(p=4.70e-03),,23782748,(p=4.70e-03),,24792335,(p=4.70e-03),,19529937,(p=4.70e-03),,22516052,(p=4.70e-03),,27270317,(p=6.50e-03),,24132751,(p=7.50e-03),
71,71,5743,PTGS2,-,2041,33,9.121e-18,12789263,(p=4.01e-04),,20631636,(p=6.06e-04),,19217709,(p=7.02e-04),,21813027,(p=1.60e-03),,25888998,(p=1.70e-03),,20213098,(p=2.30e-03),,18381949,(p=2.50e-03),,22696230,(p=2.60e-03),,23620771,(p=4.10e-03),,21424032,(p=4.20e-03),
72,72,5747,PTK2,-,828,22,1.379e-17,25833835,(p=9.00e-04),,24848258,(p=1.60e-03),,26962872,(p=2.50e-03),,27822706,(p=2.50e-03),,28692661,(p=2.50e-03),,24062525,(p=2.60e-03),,26758421,(p=3.50e-03),,27009091,(p=3.50e-03),,26892465,(p=3.70e-03),,23920124,(p=4.70e-03),
73,73,1019,CDK4,-,482,18,1.728e-17,25876993,(p=9.01e-04),,28947417,(p=1.60e-03),,27986745,(p=3.10e-03),,24496383,(p=3.30e-03),,28349562,(p=3.90e-03),,25991817,(p=4.30e-03),,22733811,(p=4.40e-03),,20354191,(p=4.70e-03),,25028469,(p=4.70e-03),,15505422,(p=6.00e-03),
74,74,3791,KDR,-,875,22,4.069e-17,27789775,(p=9.90e-05),,20026801,(p=1.30e-03),,18824714,(p=2.50e-03),,28220020,(p=2.50e-03),,18379357,(p=2.60e-03),,25025175,(p=2.90e-03),,26619847,(p=3.50e-03),,21424032,(p=4.20e-03),,21481963,(p=4.70e-03),,27059553,(p=4.70e-03),
75,75,7852,CXCR4,-,1729,29,1.074e-16,28196146,(p=6.02e-04),,22925564,(p=7.02e-04),,25544759,(p=1.30e-03),,26269605,(p=1.30e-03),,27822706,(p=2.50e-03),,22220212,(p=2.50e-03),,27697997,(p=2.50e-03),,24810923,(p=2.60e-03),,26073897,(p=3.20e-03),,27922681,(p=3.70e-03),
76,76,595,CCND1,-,1381,26,1.388e-16,20631636,(p=6.06e-04),,23515614,(p=1.60e-03),,26799586,(p=2.30e-03),,27798882,(p=3.50e-03),,28349562,(p=3.90e-03),,25322986,(p=4.70e-03),,19903334,(p=4.70e-03),,28528450,(p=4.90e-03),,18349392,(p=5.10e-03),,22460364,(p=5.80e-03),
